num	title	doi	pdf	kind	score	repo	url
629	CloudTrie : An Uncertainty-Quantified Anomaly Detection Framework for Prefix Hijacking With Multisource Fusion	10.1109/tim.2026.3657531	paper\10.1109_TIM.2026.3657531.pdf	url	0.0		https://github.com/
630	Clustering Diffusion Model With Frequency-Signal Modulation for Variational Graph Autoencoders	10.1109/tpami.2025.3614385	paper\10.1109_TPAMI.2025.3614385.pdf	repo	0.0	FVD	https://github.com/Roiko97/FVD
632	Comparative Analysis of Deep Learning Models for Real-World ISP Network Traffic Forecasting	10.1109/tnsm.2025.3636557	paper\10.1109_TNSM.2025.3636557.pdf	repo	0.5	isp-forecasting-benchmark	https://github.com/koumajos/isp-forecasting-benchmark
633	Contextual Masking Distillation for Network Traffic Anomaly Detection	10.1109/tifs.2026.3655514	paper\10.1109_TIFS.2026.3655514.pdf	repo	0.0	ConMD	https://github.com/ikun0124/ConMD
637	DAIR-FedMoE: Hierarchical MoE for Federated Encrypted Traffic Classification under Compound Drift	10.1109/tdsc.2026.3676447	paper\10.1109_TDSC.2026.3676447.pdf	repo	0.0	DairFM	https://github.com/dairfedmoe/DairFM
641	Decompose to Understand, Fuse to Detect: Frequency-Decoupled Anomaly Detection for Encrypted Network Traffic	10.48550/arXiv.2605.02970	paper\10.48550_arXiv.2605.02970.pdf	repo	0.0	FreeUp	https://github.com/ikun0124/FreeUp
642	Deep Learning for Video Anomaly Detection: A Review	10.1109/tnnls.2025.3647892	paper\10.1109_TNNLS.2025.3647892.pdf	repo	0.0	DeepVAD	https://github.com/RocNg/DeepVAD
642	Deep Learning for Video Anomaly Detection: A Review	10.1109/tnnls.2025.3647892	paper\10.1109_TNNLS.2025.3647892.pdf	repo	0.0	DeepVAD	https://github.com/Roc-Ng/DeepVAD
646	Disentangled Graph Prompting for Out-Of-Distribution Detection	10.1109/tkde.2026.3678022	paper\10.1109_TKDE.2026.3678022.pdf	repo	0.0	DGP	https://github.com/BUPT-GAMMA/DGP
648	Divergence-Regularized Federated GANs for Effective Cyber-Attack Detection on Non-IID and Unlabeled Edge Activity Data	10.1109/tii.2026.3666264	paper\10.1109_TII.2026.3666264.pdf	repo	0.0	FedGAD	https://github.com/TII-25-8978/FedGAD
650	DSecO: Domain Name System (DNS) Data as a Knowledge Graph for Enhanced Security Analysis	10.1109/ton.2025.3598374	paper\10.1109_TON.2025.3598374.pdf	repo	0.667	dns-graph	https://github.com/abhisek/dns-graph
650	DSecO: Domain Name System (DNS) Data as a Knowledge Graph for Enhanced Security Analysis	10.1109/ton.2025.3598374	paper\10.1109_TON.2025.3598374.pdf	repo	0.0	pdns	https://github.com/PowerDNS/pdns
651	Dual-Masked and Discriminative Reconstruction for Unified Vision Anomaly Detection	10.1109/tip.2026.3687095	paper\10.1109_TIP.2026.3687095.pdf	repo	0.0	D2Rec	https://github.com/gaobb/D2Rec
654	Early-Stage Detection of Encrypted Malware Traffic via Multi-Flow Temporal Graph Learning	10.1109/tifs.2026.3685079	paper\10.1109_TIFS.2026.3685079.pdf	repo	0.0	DawnGuard	https://github.com/jiajizhe1997/DawnGuard
667	Enhancing Intrusion Detection via Interpretable Inter-Flow Spatio-Temporal Graphs and Intra-Flow Features	10.1109/tnse.2026.3664905	paper\10.1109_TNSE.2026.3664905.pdf	repo	0.0	IF2STG	https://github.com/Akap-vv/IF2STG
668	Enhancing Trust Management System for Connected Autonomous Vehicles Using Machine Learning Methods: A Survey	10.1109/tits.2025.3647284	paper\10.1109_TITS.2025.3647284.pdf	repo	0.25	ML-based-TMSCAV-Survey	https://github.com/octoberzzzzz/ML-based-TMSCAV-Survey
668	Enhancing Trust Management System for Connected Autonomous Vehicles Using Machine Learning Methods: A Survey	10.1109/tits.2025.3647284	paper\10.1109_TITS.2025.3647284.pdf	repo	0.25	ML-TMS-CAV-Survey	https://github.com/octoberzzzzz/ML-TMS-CAV-Survey
669	Enhancing Website Fingerprinting Attacks against Traffic Drift	10.14722/ndss.2026.230059	paper\10.14722_ndss.2026.230059.pdf	repo	0.0	Adaptive-WF-Attack	https://github.com/Xinhao-Deng/Adaptive-WF-Attack
683	FedScope—Federated Host Embeddings From Telescope Traffic: Design and Implementation	10.1109/tnsm.2026.3685756	paper\10.1109_TNSM.2026.3685756.pdf	repo	1.0	fedscope	https://github.com/SmartData-Polito/fedscope
685	Fine-Grained Detection and Analysis of Unknown Encrypted Malicious Traffic From Mixed Noisy Labels	10.1109/tdsc.2026.3697849	paper\10.1109_TDSC.2026.3697849.pdf	repo	0.0	Sieve	https://github.com/niebikong/Sieve
696	Hardware-Aware Neural Architecture Search for Encrypted Traffic Classification on Resource-Constrained Devices	10.1109/tnsm.2026.3666676	paper\10.1109_TNSM.2026.3666676.pdf	repo	0.0	ProtectIT	https://github.com/SEAlab-unige/ProtectIT
701	Hierarchical Graph Neural Networks for Resilient Intrusion Detection in Consumer IoT With Limited Labeled Data	10.1109/tce.2025.3604228	paper\10.1109_TCE.2025.3604228.pdf	repo	0.0	HierGNN	https://github.com/guolong-zheng/HierGNN
703	HKD-Net: Hierarchical Knowledge Distillation Based on Multi-Domain Feature Fusion for Efficient Network Intrusion Detection	10.1109/tnsm.2026.3668812	paper\10.1109_TNSM.2026.3668812.pdf	repo	0.667	HKD-Net	https://github.com/lzp8341/HKD-Net
709	ICAD: Rethinking the Role of Inference and Cues for the Anomaly Detection of Time Series in IIoT	10.1109/tkde.2026.3682751	paper\10.1109_TKDE.2026.3682751.pdf	repo	1.0	ICAD	https://github.com/Anomaly-Detection3/ICAD
715	LaGraph: Laplacian-Guided Graph Learning for Time Series Anomaly Detection	10.1109/tkde.2026.3665696	paper\10.1109_TKDE.2026.3665696.pdf	repo	1.0	LaGraph	https://github.com/hit-zsc/LaGraph
716	Large Language Model-Based Task Offloading and Resource Allocation for Digital Twin Edge Computing Networks	10.1109/tmc.2026.3664866	paper\10.1109_TMC.2026.3664866.pdf	repo	0.667	-LLMBased-Task-Offloading-and-Resource-Allocation-for-DTECN	https://github.com/qiongwu86/-LLMBased-Task-Offloading-and-Resource-Allocation-for-DTECN
730	LogInstruct: Knowledge-Driven Instruction Synthesis for Enhancing LLM-Based Log Analysis	10.1109/tsc.2026.3656204	paper\10.1109_TSC.2026.3656204.pdf	url	0.0		https://github.com/
733	MAD-MulW: A Multi-Window Anomaly Detection Framework for BGP Security Events	10.1109/tnsm.2026.3696319	paper\10.1109_TNSM.2026.3696319.pdf	repo	0.667	MAD-MulW	https://github.com/2024ChenYP/MAD-MulW
738	MambaNetBurst: Direct Byte-level Network Traffic Classification without Tokenization or Pretraining	10.48550/arXiv.2605.11034	paper\10.48550_arXiv.2605.11034.pdf	repo	1.0	mamba	https://github.com/state-spaces/mamba
739	Memory Augment Is All You Need for Image Restoration	10.1109/tce.2026.3655769	paper\10.1109_TCE.2026.3655769.pdf	repo	0.0	MemoryNet	https://github.com/zhangbaijin/MemoryNet
745	MT-KD: Multi-Teacher Knowledge Distillation for Privacy-Aware Unlearning in IIoT Intrusion Detection Systems	10.1109/tccn.2026.3665917	paper\10.1109_TCCN.2026.3665917.pdf	repo	0.0	MT-KD	https://github.com/NJS-HZ/MT-KD
745	MT-KD: Multi-Teacher Knowledge Distillation for Privacy-Aware Unlearning in IIoT Intrusion Detection Systems	10.1109/tccn.2026.3665917	paper\10.1109_TCCN.2026.3665917.pdf	repo	0.0	USTC-TFC2016	https://github.com/yungshenglu/USTC-TFC2016
757	Multivariate Time Series Anomaly Detection Using Learnable Spatial-Temporal Graph Ordinary Differential Equations Network	10.1109/tdsc.2025.3640165	paper\10.1109_TDSC.2025.3640165.pdf	repo	0.0	MAD-ODE	https://github.com/AIOps-tech/MAD-ODE
769	OIPR: Evaluation for Time-Series Anomaly Detection Inspired by Operator Interest	10.1109/tdsc.2025.3638405	paper\10.1109_TDSC.2025.3638405.pdf	repo	1.0	OIPR	https://github.com/weatherjyh/OIPR
771	One 2 : An Intrusion Detection System for Both Internal and External Vehicular Network From Weak Labeled Data	10.1109/tdsc.2025.3629862	paper\10.1109_TDSC.2025.3629862.pdf	url	0.0		https://github.com/
774	PowerDiffuser: Collaborative Contrastive-Reconstruction Self-Supervised Learning for Robust Power Load Signal Representation	10.1109/tii.2025.3627498	paper\10.1109_TII.2025.3627498.pdf	url	0.0		https://github.com/HGYang97/
774	PowerDiffuser: Collaborative Contrastive-Reconstruction Self-Supervised Learning for Robust Power Load Signal Representation	10.1109/tii.2025.3627498	paper\10.1109_TII.2025.3627498.pdf	repo	0.0	TS-TCC	https://github.com/emadeldeen24/TS-TCC
789	RGPKD: Reconstruction-Guided and Prompt-Enhanced Asymmetric Knowledge Distillation for Anomaly Detection	10.1109/tii.2026.3688668	paper\10.1109_TII.2026.3688668.pdf	url	0.0		https://github.com/Cariaaaaaa/
793	Robust Malicious Network Traffic Detection Framework With Automated Drift Detection, Identification, and Adaptation	10.1109/tifs.2026.3694664	paper\10.1109_TIFS.2026.3694664.pdf	repo	0.0	Argus	https://github.com/Argusaaa/Argus
796	Saliency-Guided Transformer Attention With Pixel-Level Contrastive Learning for Weakly Supervised Defect Localization	10.1109/tii.2025.3648429	paper\10.1109_TII.2025.3648429.pdf	repo	0.0	STAC	https://github.com/djene-mengistu/STAC
801	Securing IoT: Unveiling Attacks With Multiview-Multitask Learning	10.1109/tai.2025.3615565	paper\10.1109_TAI.2025.3615565.pdf	repo	0.0	MVMTL	https://github.com/3Clinton/MVMTL
805	Silent-App-Aware Federated Machine Unlearning for Encrypted Network Traffic Classification	10.1109/tnse.2026.3672152	paper\10.1109_TNSE.2026.3672152.pdf	repo	0.0	FedUnSilApps	https://github.com/sailorlee97/FedUnSilApps
812	StatGraph: Effective In-Vehicle Intrusion Detection via Multi-View Statistical Graph Learning	10.1109/tmc.2025.3636517	paper\10.1109_TMC.2025.3636517.pdf	repo	1.0	StatGraph	https://github.com/wangkai-tech23/StatGraph
820	TIME-VAD: Text-Informed Magnitude Enhancement Feature Learning for Vehicle Accident Detection and Anticipation	10.1109/tits.2025.3637912	paper\10.1109_TITS.2025.3637912.pdf	repo	0.667	TIME-VAD	https://github.com/sumitmishra209/TIME-VAD
821	Time Will Tell: Criss-Cross Transformer for Encrypted Traffic Analysis	10.1109/tsc.2026.3664705	paper\10.1109_TSC.2026.3664705.pdf	repo	0.5	Criss-cross_	https://github.com/Amanda-HuaDing/Criss-cross_
829	TraceCluster: A Lightweight and Adaptive Clustering-Based Subgraph Attention Network for APT Detection in Provenance Graphs	10.1109/tifs.2026.3653175	paper\10.1109_TIFS.2026.3653175.pdf	repo	1.0	TraceCluster	https://github.com/CSNS-Lab/TraceCluster
835	UniNet: A Unified Multi-Granular Traffic Modeling Framework for Network Security	10.1109/tccn.2025.3585170	paper\10.1109_TCCN.2025.3585170.pdf	repo	1.0	UniNet	https://github.com/Binghui99/UniNet
844	When Unknown Threat Meets Label Noise: A Self-Correcting Framework	10.1109/tdsc.2025.3611908	paper\10.1109_TDSC.2025.3611908.pdf	repo	0.0	AEGIS-Net	https://github.com/niebikong/AEGIS-Net
844	When Unknown Threat Meets Label Noise: A Self-Correcting Framework	10.1109/tdsc.2025.3611908	paper\10.1109_TDSC.2025.3611908.pdf	repo	0.0	CICFlowMeter	https://github.com/ahlashkari/CICFlowMeter
